Time,Time Code,Country Name,Country Code,"Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]",GDP (constant 2015 US$) [NY.GDP.MKTP.KD],GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],"Physicians (per 1,000 people) [SH.MED.PHYS.ZS]","Hospital beds (per 1,000 people) [SH.MED.BEDS.ZS]",Arable land (hectares per person) [AG.LND.ARBL.HA.PC],Consumer price index (2010 = 100) [FP.CPI.TOTL],Crop production index (2014-2016 = 100) [AG.PRD.CROP.XD],Food production index (2014-2016 = 100) [AG.PRD.FOOD.XD],Households and NPISHs final consumption expenditure (% of GDP) [NE.CON.PRVT.ZS],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]","Mortality rate, under-5 (per 1,000 live births) [SH.DYN.MORT]","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative) [SE.TER.CUAT.BA.ZS]","Labor force participation rate, female (% of female population ages 15+) (national estimate) [SL.TLF.CACT.FE.NE.ZS]","Children in employment, total (% of children ages 7-14) [SL.TLF.0714.ZS]"
1986,YR1986,Kenya,KEN,6.848,24797222251,1229.967317,7.177555391,,,0.227817448,5.303536629,33.56,37.85,59.92227154,60.216,61.6,95,,,
1986,YR1986,United Kingdom,GBR,1.78,1.54E+12,27081.34897,3.15034063,,,0.122438763,49.28108193,97.83,98.93,66.8858968,74.92926829,9.4,11.1,,49.163,
1986,YR1986,China,CHN,2.721,7.64E+11,716.10534,8.949961764,1.35,2.400000095,0.112955689,26.04831978,34.72,29.8,51.01619905,66.97,42,53.9,,,
1986,YR1986,Japan,JPN,1.72,2.86E+12,23527.71252,3.294047613,,,0.03967666,88.95672678,134.69,111.64,51.31823819,78.0104878,5.2,7.1,,48.6,
1987,YR1987,Argentina,ARG,3.059,2.97E+11,9507.339813,2.704868828,,,0.84074254,,37.44,48.48,75.43319776,70.564,25.7,29.1,,28.18,
1987,YR1987,Brazil,BRA,3.234,9.30E+11,6528.623469,3.53,,3.560300112,0.35574036,2.62E-07,42.29,37.67,64.69015994,65.08,58.5,71.1,,43.17,
1987,YR1987,France,FRA,1.83,1.48E+12,25830.23898,2.561900335,2.8,10.19999981,0.317780402,64.90001584,99.69,102.65,56.68909312,75.8,8.1,9.8,,46.859,
1987,YR1987,Germany,DEU,1.43,2.07E+12,26531.22971,1.402151627,,,0.153455964,63.12168761,91.79,102.39,57.56375392,74.80702439,8.3,10,,41.446,
1987,YR1987,Poland,POL,2.15,,,,2.1,,0.384410712,0.191205724,122.44,111.83,,70.89756098,16.6,18.9,,,
1987,YR1987,Nigeria,NGA,6.504,1.25E+11,1422.825477,3.200125467,,,0.312138722,0.967053504,28.16,29.85,,46.018,124.1,209.2,,,
1987,YR1987,Kenya,KEN,6.682,26269459979,1257.989739,5.937107444,,,0.222918257,5.76163879,31.34,37.93,62.2532896,60.044,61.6,95.1,,,
1987,YR1987,United Kingdom,GBR,1.81,1.62E+12,28481.14927,5.392738267,,,0.122090664,51.32571574,93.7,97.92,66.25188008,75.2804878,9.1,10.8,,49.971,
1987,YR1987,China,CHN,2.76,8.53E+11,786.8648816,11.65742779,1.37,2.480000019,0.110882029,27.9326124,36.55,31.45,49.67393367,67.288,42.2,53.9,,,
1987,YR1987,Japan,JPN,1.69,2.99E+12,24503.08457,4.648861398,,,0.039436712,89.06896957,131.57,111.38,51.36615828,78.4295122,5,6.8,,48.6,
1988,YR1988,Argentina,ARG,3.042,2.94E+11,9262.963927,-1.089933341,3.032,,0.832008238,,41,49.33,73.71828348,71.052,25.6,29,,,
1988,YR1988,Brazil,BRA,3.112,9.30E+11,6399.484368,-0.06,1.185,,0.341243678,1.91E-06,42.41,38.38,63.75117873,65.454,56.5,68.4,,43.34,
1988,YR1988,France,FRA,1.81,1.55E+12,26912.18121,4.743142194,2.9,10.10000038,0.309938722,66.65284538,96.74,100.18,55.61885616,76.1,7.9,9.6,,46.679,
1988,YR1988,Germany,DEU,1.46,2.14E+12,27407.52007,3.707235659,,,0.152896004,63.92593299,97.45,103.11,57.07275611,74.99873171,7.8,9.5,,42.112,
1988,YR1988,Poland,POL,2.13,,,,,,0.382397784,0.303483312,122.25,112.09,,71.33170732,16.1,18.4,,56.97,
1988,YR1988,Nigeria,NGA,6.498,1.34E+11,1488.176799,7.334025488,,6.370299816,0.306713338,1.494206213,32.81,33.83,,46.072,124.4,209.7,,,
1988,YR1988,Kenya,KEN,6.505,27899002871,1290.060366,6.203183823,,,0.225745513,6.468301659,34.04,41.33,61.54199738,59.539,62.2,96.2,,,
1988,YR1988,United Kingdom,GBR,1.82,1.71E+12,30047.00885,5.732413602,,,0.120959114,53.45847975,94.92,95.84,66.72955962,75.3804878,8.8,10.4,,50.626,
1988,YR1988,China,CHN,2.539,9.49E+11,861.1934866,11.22259498,1.47,2.539999962,0.109746467,33.18724459,36.55,32.14,49.61759945,67.581,42.6,54,,,
1988,YR1988,Japan,JPN,1.66,3.19E+12,26026.86488,6.661636522,,,0.039207688,89.67335381,124.19,108.84,50.55867072,78.3497561,4.8,6.6,,48.9,
1989,YR1989,Argentina,ARG,3.022,2.73E+11,8473.026569,-7.156949656,,,0.822924596,,34.6,45.86,73.5117362,71.425,25.6,29,,29.07,
1989,YR1989,Brazil,BRA,3.01,9.59E+11,6479.069096,3.16,,,0.327384347,2.93E-05,44.3,40.27,54.12973399,65.868,54.6,65.7,,44.421,
1989,YR1989,France,FRA,1.79,1.61E+12,27938.46976,4.343861063,3,9.899999619,0.306578499,68.98456334,97.37,99.47,55.27995098,76.34878049,7.7,9.3,,46.774,
1989,YR1989,Germany,DEU,1.42,2.23E+12,28256.10622,3.896551692,,,0.151730861,65.70343802,95.51,101.85,57.1407863,75.19153659,7.4,9,,42.527,
1989,YR1989,Poland,POL,2.08,,,,,,0.379700196,1.045654584,125.64,114.48,,71.04390244,15.6,17.8,,,
1989,YR1989,Nigeria,NGA,6.494,1.37E+11,1477.611948,1.919381296,0.192,,0.30069849,2.248282603,36.78,37.24,,46.182,124.5,209.9,,,
1989,YR1989,Kenya,KEN,6.323,29207563409,1304.619458,4.690348768,,1.436200023,0.235530034,7.360236297,36.83,43.1,68.88507964,59.04,63.2,98.2,,70.8,
1989,YR1989,United Kingdom,GBR,1.79,1.75E+12,30741.37384,2.577602821,,,0.117420921,56.53782134,95.82,95.71,66.12829631,75.58292683,8.4,9.9,,52.093,
1989,YR1989,China,CHN,2.52,9.89E+11,883.7641552,4.206334355,1.54,2.559999943,0.109238815,39.24246922,37.37,33.29,51.0948901,67.838,42.8,54,,,
1989,YR1989,Japan,JPN,1.57,3.35E+12,27199.93997,4.925785413,,,0.038937507,91.71099212,125.2,109.79,50.4749366,78.76853659,4.7,6.5,,49.5,
1990,YR1990,Argentina,ARG,3.034,2.66E+11,8144.494294,-2.467213778,2.68,4.594299793,0.814243498,,39.14,50.98,77.13937288,71.784,25.4,28.8,,29.11,
1990,YR1990,Brazil,BRA,2.905,9.17E+11,6086.077553,-4.35,1.074,3.345299959,0.314120605,0.000892704,41.03,38.46,59.30249784,65.985,52.5,63,,44.951,
1990,YR1990,France,FRA,1.77,1.66E+12,28617.44357,2.923935081,3.118,9.699999809,0.306398339,71.18812578,98.6,101.62,55.2059426,76.6,7.5,9,,46.701,
1990,YR1990,Germany,DEU,1.45,2.34E+12,29485.70997,5.255006083,,10.39999962,0.150705571,67.47511036,89.56,99.54,56.346298,75.08563415,7,8.5,,45.355,
1990,YR1990,Poland,POL,2.06,1.95E+11,5111.34533,,2.145,5.699999809,0.377530957,6.983705296,128.14,116.13,,70.8902439,15.2,17.4,,,
1990,YR1990,Nigeria,NGA,6.459,1.53E+11,1608.779561,11.77688593,,1.668200016,0.294850802,2.413855134,38.98,39.15,,46.037,124.4,209.6,,,
1990,YR1990,Kenya,KEN,6.129,30431959354,1313.859163,4.192050972,,1.647199988,0.215436579,8.669019857,36.73,42.71,62.38967339,58.614,64.4,100.9,,,
1990,YR1990,United Kingdom,GBR,1.83,1.77E+12,30874.50893,0.733755496,1.618,5.900000095,0.115638064,61.09672647,98.26,97.83,66.45464914,75.8804878,7.9,9.3,,52.444,
1990,YR1990,China,CHN,2.514,1.03E+12,905.0324572,3.920251368,1.129,2.579999924,0.109057114,40.44026323,40.1,35.78,49.99260181,68.005,42.8,53.7,,73.02,
1990,YR1990,Japan,JPN,1.54,3.51E+12,28422.21312,4.840929057,1.649,,0.038614166,94.53432995,123.84,108.84,50.46461582,78.83707317,4.6,6.3,,50.116,
1991,YR1991,Argentina,ARG,3.012,2.90E+11,8762.661384,9.133110567,,,0.805901981,,42.3,52.87,80.44422596,72.319,25.1,28.3,,39.6,
1991,YR1991,Brazil,BRA,2.815,9.27E+11,6043.432634,1.032189585,,,0.301467795,0.004756207,41.89,40.32,61.56819162,66.31,50.4,60.2,,44.02,
1991,YR1991,France,FRA,1.75,1.68E+12,28664.13188,1.048175847,3.171,9.600000382,0.304508843,73.47569023,91.09,98.44,55.0567232,76.84878049,7.1,8.6,,46.877,
1991,YR1991,Germany,DEU,1.33,2.46E+12,30766.92896,5.108261522,2.762,10.10000038,0.144462407,70.20585007,81.2,92.12,56.03827721,75.3195122,6.6,8,,48.137,
1991,YR1991,Poland,POL,2.07,1.81E+11,4735.927698,-7.015578793,2.173,5.699999809,0.375462206,12.34506088,117.55,108.31,,70.58780488,14.8,16.9,,,
1991,YR1991,Nigeria,NGA,6.426,1.54E+11,1573.702248,0.358352602,,,0.296871507,2.727824622,44.86,44.38,,45.691,124.1,209.1,,40.3,
1991,YR1991,Kenya,KEN,5.935,30869676465,1290.633547,1.438346792,,,0.213101008,10.41014877,52.99,53.64,63.51437586,58.005,65.7,104,,,
1991,YR1991,United Kingdom,GBR,1.82,1.75E+12,30439.64586,-1.103121658,1.633,5.599999905,0.114358063,65.65563159,98.62,98.39,67.09445202,76.08292683,7.4,8.7,,52.27,
1991,YR1991,China,CHN,1.934,1.12E+12,975.4629156,9.262786085,,2.599999905,0.108513356,41.87859627,41.28,37.33,47.9171579,68.169,42.5,53.2,,,
1991,YR1991,Japan,JPN,1.53,3.63E+12,29308.27409,3.523357235,,,0.038236907,97.60805554,123.21,108.74,49.95509941,79.03682927,4.5,6.2,,50.678,
1992,YR1992,Argentina,ARG,2.987,3.13E+11,9327.859451,7.937291556,2.645,,0.79792578,,43.01,53.03,81.85652656,72.43,24.4,27.6,,35.2,
1992,YR1992,Brazil,BRA,2.719,9.22E+11,5911.687023,-0.54407205,1.128,,0.289369926,0.050033488,44.32,42.55,61.51919593,66.708,48.2,57.2,,53.177,
1992,YR1992,France,FRA,1.74,1.71E+12,28977.8889,1.599342677,3.223,9.399999619,0.303261126,75.21247954,100.14,102.42,55.11126162,77.1,6.7,8.1,,47.303,
1992,YR1992,Germany,DEU,1.29,2.51E+12,31121.07057,1.923076559,2.841,9.899999619,0.142227066,73.75614444,81.59,87.29,56.02029306,75.8195122,6.2,7.6,,47.866,
1992,YR1992,Poland,POL,1.95,1.86E+11,4840.168585,2.514978614,2.189,5.599999905,0.373712972,18.03595643,95.57,93.4,,71.0902439,14.4,16.5,,62.594,
1992,YR1992,Nigeria,NGA,6.391,1.61E+11,1605.548136,4.631192946,0.185,,0.30045304,3.944130052,48.45,47.68,,45.668,123.6,208.3,,,
1992,YR1992,Kenya,KEN,5.746,30622875267,1242.018953,-0.799493959,,,0.214635766,13.25548857,53.83,54.09,67.30425088,57.259,66.6,106.7,,,
1992,YR1992,United Kingdom,GBR,1.79,1.76E+12,30479.197,0.40108203,1.646,5.400000095,0.11382345,68.67024228,102.32,100.87,68.15940372,76.43414634,6.9,8.2,,52.385,
1992,YR1992,China,CHN,1.776,1.28E+12,1100.646116,14.22452959,,2.619999886,0.105496279,44.53955446,42.68,39.58,45.27461981,68.734,41.9,52.2,,,
1992,YR1992,Japan,JPN,1.5,3.67E+12,29462.65397,0.900586066,1.702,,0.037886277,99.32623361,129.02,112.22,50.70164067,79.0802439,4.4,6.1,,50.729,
1993,YR1993,Argentina,ARG,2.966,3.39E+11,9957.256522,8.206979072,,4.599999905,0.790249224,,40.78,53.09,69.20596257,72.565,23.6,26.6,,37.9,
1993,YR1993,Brazil,BRA,2.672,9.67E+11,6103.377215,4.924690004,1.155,3.5,0.277699804,1.014369318,43.62,42.98,60.08239899,67.109,45.8,54.1,,52.53,
1993,YR1993,France,FRA,1.73,1.69E+12,28670.88633,-0.628666352,3.251,9.300000191,0.305108607,76.79529818,90.41,96.96,55.367523,77.3,6.2,7.5,,47.775,
1993,YR1993,Germany,DEU,1.28,2.48E+12,30615.14021,-0.976849818,2.937,9.699999809,0.14387042,77.05641956,82.24,86.23,56.65952744,75.87073171,5.9,7.2,,47.604,
1993,YR1993,Poland,POL,1.87,1.93E+11,5008.349089,3.738310295,2.228,5.599999905,0.371931262,24.70279742,124.11,105.84,,71.59512195,13.9,16,,62.131,
1993,YR1993,Nigeria,NGA,6.354,1.58E+11,1533.183686,-2.035118774,0.192,,0.292871455,6.198801969,50.95,50.64,,45.788,123.1,207.2,,,
1993,YR1993,Kenya,KEN,5.574,30731034422,1210.272533,0.353197256,0.138,,0.199276696,19.35021392,53.74,53.68,63.12596642,56.617,67.1,108.7,,,
1993,YR1993,United Kingdom,GBR,1.76,1.80E+12,31163.27534,2.48983102,1.684,5.099999905,0.105529215,70.42722397,95.91,97.93,69.11539858,76.38536585,6.6,7.7,,52.468,
1993,YR1993,China,CHN,1.691,1.46E+12,1239.129373,13.8837293,,2.630000114,0.102932691,51.04681839,45.5,43.25,43.99616115,69.216,41,50.9,,,
1993,YR1993,Japan,JPN,1.46,3.65E+12,29232.43979,-0.459219716,,15.60000038,0.037531343,100.5609043,113.05,105.03,51.77879864,79.30365854,4.4,6,,50.329,
1994,YR1994,Argentina,ARG,2.935,3.59E+11,10397.37929,5.836200704,,,0.782807213,,43.86,55.66,69.92190499,73.172,22.6,25.4,,36.8,
1994,YR1994,Brazil,BRA,2.617,1.02E+12,6358.678787,5.852870362,1.184,,0.266404984,22.07154429,47.23,46.25,59.63732748,67.568,43.4,51,,,
1994,YR1994,France,FRA,1.73,1.73E+12,29237.53551,2.358408439,3.286,9.100000382,0.305021686,78.06665611,91.26,98.15,55.00196209,77.64878049,5.7,7,,47.97,
1994,YR1994,Germany,DEU,1.24,2.54E+12,31238.87906,2.391892071,3.009,9.699999809,0.14495628,79.13159239,79.25,83.33,56.19195977,76.27073171,5.5,6.8,,47.781,
1994,YR1994,Poland,POL,1.81,2.03E+11,5262.315235,5.292802067,2.286,5.599999905,0.371017542,32.85256564,96.03,88.17,,71.69512195,13.3,15.3,,62.085,
1994,YR1994,Nigeria,NGA,6.319,1.55E+11,1467.091921,-1.814924485,,,0.293961125,9.734084664,52.37,52.48,,45.513,122.3,205.9,,,
1994,YR1994,Kenya,KEN,5.446,31540116339,1206.873242,2.632784518,,,0.208619171,24.92585992,55.37,54.88,62.41638725,56.273,66.9,109.6,,,
1994,YR1994,United Kingdom,GBR,1.74,1.87E+12,32279.53374,3.846009161,1.698,4.800000191,0.102150245,71.99001295,91.29,98.07,69.08732911,76.88536585,6.3,7.4,,52.5,
1994,YR1994,China,CHN,1.628,1.65E+12,1384.930157,13.03680663,,2.630000114,0.101272408,63.42923988,46.34,45.76,44.08781767,69.52,39.9,49.3,,,
1994,YR1994,Japan,JPN,1.5,3.69E+12,29466.75525,1.083383174,1.772,15.5,0.037226989,101.2602632,128.21,110.73,52.72983177,79.69682927,4.2,5.9,,50.177,
1995,YR1995,Argentina,ARG,2.864,3.48E+11,9969.331576,-2.845209611,,,0.775622809,,49.49,58.99,68.56078874,73.133,21.5,24.2,,41.33,
1995,YR1995,Brazil,BRA,2.579,1.07E+12,6524.518853,4.223793634,1.214,,0.260299756,36.64031594,48.36,48.91,63.7064387,67.919,41,47.9,,50.235,
1995,YR1995,France,FRA,1.74,1.77E+12,29745.12873,2.106629158,3.307,8.899999619,0.305206302,79.46910908,93.05,100.3,54.71047951,77.75121951,5.3,6.5,,48.216,
1995,YR1995,Germany,DEU,1.25,2.58E+12,31628.15981,1.544146496,3.075,9.699999809,0.144898169,80.4817043,83.52,85.8,55.84225777,76.42195122,5.3,6.5,,47.677,
1995,YR1995,Poland,POL,1.62,2.17E+11,5628.446239,7.102865538,2.329,5.5,0.368182426,42.03531392,109.48,96.32,59.29055816,71.89268293,12.5,14.4,,61.016,
1995,YR1995,Nigeria,NGA,6.273,1.55E+11,1429.012072,-0.072664764,,,0.304101366,16.82395412,54.75,54.64,,45.487,121.2,203.8,,,
1995,YR1995,Kenya,KEN,5.366,32929842157,1225.143873,4.406216525,0.132,,0.202318989,25.31328958,58.7,57.13,69.26173616,55.617,66.2,109.5,,,
1995,YR1995,United Kingdom,GBR,1.71,1.92E+12,33009.30415,2.531670045,1.757,4.800000191,0.102311259,73.93194008,91.59,98.78,63.70654286,76.83658537,6.1,7.2,,52.463,
1995,YR1995,China,CHN,1.588,1.83E+12,1520.029469,10.95395434,1.194,2.609999895,0.099248457,74.07978637,49.53,50.15,45.7541657,70.008,38.5,47.5,,,
1995,YR1995,Japan,JPN,1.42,3.79E+12,30171.16379,2.630999616,,15.39999962,0.036900663,101.1307523,123.67,107.87,52.74382277,79.53609756,4.1,5.7,,49.981,
1996,YR1996,Argentina,ARG,2.781,3.68E+11,10388.53871,5.526689827,,3.289999962,0.768931635,,47.35,57.09,68.52372765,73.307,20.5,23,,44.5,
1996,YR1996,Brazil,BRA,2.516,1.09E+12,6567.352461,2.20886405,1.245,3.109999895,0.259821415,42.4139744,45.54,48.83,65.15739922,68.409,38.6,44.9,,49.002,
1996,YR1996,France,FRA,1.75,1.80E+12,30057.96555,1.412993673,3.326,8.800000191,0.304652882,81.04488905,101.55,105.96,55.12606746,77.95365854,4.9,6.1,,48.599,
1996,YR1996,Germany,DEU,1.3,2.60E+12,31790.86686,0.805822891,3.124,9.600000382,0.144479331,81.64846931,87.51,87.92,56.31072458,76.67317073,5,6.2,,47.84,
1996,YR1996,Poland,POL,1.59,2.31E+11,5968.114357,6.115542811,2.365,5.5,0.362569021,50.35619041,111.27,98.56,61.23242347,72.24634146,11.5,13.2,,60.495,
1996,YR1996,Nigeria,NGA,6.217,1.61E+11,1451.819572,4.195924047,,,0.298315958,21.74803826,57.45,57.19,,45.567,119.7,201.1,,,
1996,YR1996,Kenya,KEN,5.306,34295389782,1241.878536,4.146839269,,,0.169142695,27.55708169,55.96,55.29,76.06955253,55.161,65.2,108.4,,,
1996,YR1996,United Kingdom,GBR,1.73,1.96E+12,33775.5009,2.582022529,1.798,4.599999905,0.104836166,76.04031811,102.21,98,64.04323989,77.08780488,6,7,,52.889,
1996,YR1996,China,CHN,1.554,2.01E+12,1653.433789,9.922556753,1.201,2.549999952,0.098015687,80.23815776,53.41,52.59,46.84924222,70.266,37,45.6,,,
1996,YR1996,Japan,JPN,1.43,3.90E+12,31046.17015,3.133870993,1.841,15.19999981,0.036594384,101.2688973,120.18,105.66,52.44951052,80.2197561,4,5.5,,50.037,
1997,YR1997,Argentina,ARG,2.706,3.97E+11,11097.38206,8.111046771,,,0.762788199,,53.49,61.91,69.32637095,73.09,19.5,21.9,,44.5,
1997,YR1997,Brazil,BRA,2.465,1.13E+12,6689.199377,3.394845986,1.281,,0.259376174,45.35186848,48.73,50.75,65.30962969,68.813,36.4,42.1,,50.037,
1997,YR1997,France,FRA,1.77,1.84E+12,30650.74448,2.336296529,3.343,8.600000382,0.304654278,82.02062327,101.95,106.73,54.13416235,78.30487805,4.6,5.8,,48.27,
1997,YR1997,Germany,DEU,1.35,2.65E+12,32313.29707,1.792160821,3.139,9.399999619,0.144231523,83.23193685,88.71,88.53,56.19172424,77.07317073,4.8,5.9,,48.18,
1997,YR1997,Poland,POL,1.51,2.45E+11,6348.841217,6.449003079,2.373,5.400000095,0.362383524,57.86588895,100.69,93,62.12383894,72.64634146,10.5,12,,50.193,
1997,YR1997,Nigeria,NGA,6.138,1.66E+11,1457.227896,2.937099419,,,0.291762505,23.60311856,59.36,59.14,,45.792,117.7,197.5,,,
1997,YR1997,Kenya,KEN,5.26,34458259247,1214.847642,0.474901921,,,0.169720603,30.68807461,53.37,54.56,77.17953611,54.816,64,106.6,,,
1997,YR1997,United Kingdom,GBR,1.72,2.06E+12,35347.76354,4.924928652,1.855,4.599999905,0.109196375,77.71407435,100.96,97.74,65.65614823,77.21097561,5.8,6.9,,53.302,
1997,YR1997,China,CHN,1.527,2.20E+12,1787.766977,9.236779892,1.216,2.549999952,0.096773977,82.47396598,54.75,54.69,45.89575779,70.672,35.4,43.6,,,
1997,YR1997,Japan,JPN,1.39,3.94E+12,31276.19308,0.981228732,,15.10000038,0.036245508,103.0388797,121.48,106.02,52.60381194,80.42414634,3.8,5.2,,50.383,
1998,YR1998,Argentina,ARG,2.662,4.13E+11,11391.94516,3.850178852,3.003,,0.756902614,,61.75,66.67,69.05335622,73.474,18.7,20.9,,45.5,
1998,YR1998,Brazil,BRA,2.409,1.13E+12,6613.983181,0.338097901,1.267,,0.258968959,46.80089527,49.63,51.64,64.14230076,69.189,34.3,39.5,,50.768,
1998,YR1998,France,FRA,1.78,1.90E+12,31633.14775,3.588659425,3.355,8.399999619,0.304322162,82.55468159,103.3,107.26,53.95807074,78.60487805,4.4,5.6,,48.591,
1998,YR1998,Germany,DEU,1.36,2.70E+12,32959.07357,2.013932785,3.182,9.300000191,0.144782524,83.99033256,92.38,89.95,55.65254515,77.47560976,4.7,5.7,,48.408,
1998,YR1998,Poland,POL,1.44,2.57E+11,6641.085312,4.640514962,2.347,5.300000191,0.363573057,64.5770911,113.63,101.65,62.00183494,72.99756098,9.5,10.9,,49.953,
1998,YR1998,Nigeria,NGA,6.069,1.70E+11,1457.70111,2.581254102,,,0.291368981,25.96257554,61.1,61.35,,46.036,115.3,193,,,
1998,YR1998,Kenya,KEN,5.246,35592009622,1221.524316,3.290213722,,,0.16054982,32.75106095,62.78,60.8,77.69400906,54.526,62.4,103.8,,,
1998,YR1998,United Kingdom,GBR,1.71,2.13E+12,36448.26422,3.414269874,1.899,4.400000095,0.10691239,79.12890697,97.39,97.66,66.17920262,77.1902439,5.7,6.8,,53.325,
1998,YR1998,China,CHN,1.522,2.37E+12,1909.622328,7.845951787,1.214,2.529999971,0.095850024,81.83628882,56.45,57.94,45.50532406,71.172,33.7,41.4,,,
1998,YR1998,Japan,JPN,1.38,3.89E+12,30795.08889,-1.270330495,1.89,15,0.035878165,103.7209705,111.93,101.28,52.99932488,80.50146341,3.6,5,,50.136,
